Trainer,Name,Location,Items,Required,Double,Pokemon,Ability,Held Item,Level,Attack 1,Attack 2,Attack 3,Attack 4,IV
rse_guitarist,Dalton,Route 118 (West),,,,Magnemite,Magnet Pull,,15,Metal Sound,Tackle,Thunder Shock,Supersonic,0
,,,,,,Whismur,Soundproof,,15,Pound,Uproar,Astonish,Howl,0
,,,,,,Magnemite,Magnet Pull,,15,Metal Sound,Tackle,Thunder Shock,Supersonic,0
rse_guitarist,Kirk,Mauville Gym,,,,Electrike,Static,,18,Thunder Wave,Leer,Howl,Quick Attack,100
,,,,,,Magnemite,Magnet Pull,,18,Tackle,Thunder Shock,Supersonic,Sonic Boom,100
rse_guitarist,Shawn,Mauville Gym,,y,,Voltorb,Soundproof,,17,Charge,Tackle,Screech,Sonic Boom,100
,,,,,,Voltorb,Soundproof,,17,Charge,Tackle,Screech,Sonic Boom,100
,,,,,,Voltorb,Soundproof,,17,Charge,Tackle,Screech,Sonic Boom,100
rse_hex_maniac,Kindra,Route 123,,,,Duskull,Levitate,,31,Foresight,Astonish,Confuse Ray,Pursuit,0
,,,,,,Shuppet,Insomnia,,31,Screech,Night Shade,Curse,Spite,0
rse_hex_maniac,Patricia,Trick House 7,,,,Banette,Insomnia,,42,Curse,Spite,Will-O-Wisp,Feint Attack,0
rse_hex_maniac,Tammy,Route 121,,,,Ralts,Synchronize,,30,Double Team,Teleport,Calm Mind,Psychic,0
,,,,,,Duskull,Levitate,,30,Foresight,Astonish,Confuse Ray,Pursuit,0
rse_hex_maniac,Tasha,Mt. Pyre (5F),,,,Shuppet,Insomnia,,31,Screech,Night Shade,Curse,Spite,0
,,,,,,Kadabra,Synchronize,,31,Psybeam,Reflect,Recover,Future Sight,0
rse_hex_maniac,Valerie,Mt. Pyre (6F),,,,Sableye,Keen Eye,,32,Fury Swipes,Fake Out,Detect,Feint Attack,0
rse_hiker,Alan,Trick House 3,,,,Geodude,Rock Head,,22,Mud Sport,Rock Throw,Magnitude,Self-Destruct,0
,,,,,,Nosepass,Sturdy,,22,Harden,Rock Throw,Block,Thunder Wave,0
,,,,,,Graveler,Rock Head,,22,Mud Sport,Rock Throw,Magnitude,Self-Destruct,0
rse_hiker,Brice,Route 112,,,,Numel,Oblivious,,18,Growl,Tackle,Ember,~,0
,,,,,,Machop,Guts,,18,Low Kick,Leer,Focus Energy,Karate Chop,0
rse_hiker,Clark,Route 116,,,,Geodude,Rock Head,,8,Tackle,Defense Curl,Mud Sport,~,0
,,,,,,Geodude,Rock Head,,8,Tackle,Defense Curl,Mud Sport,~,0
,,,,,,Geodude,Rock Head,,8,Tackle,Defense Curl,Mud Sport,~,0
rse_hiker,Eric,Jagged Pass,,,,Baltoy,Levitate,,21,Mud-Slap,Psybeam,Rock Tomb,Self-Destruct,0
,,,,,,Baltoy,Levitate,,21,Mud-Slap,Psybeam,Rock Tomb,Self-Destruct,0
rse_hiker,Lenny,Route 114,,,,Machop,Guts,,19,Leer,Focus Energy,Karate Chop,Seismic Toss,0
,,,,,,Machop,Guts,,19,Leer,Focus Energy,Karate Chop,Seismic Toss,0
rse_hiker,Lucas,Route 114,,,,Geodude,Rock Head,,18,Defense Curl,Mud Sport,Rock Throw,Magnitude,0
,,,,,,Geodude,Rock Head,,18,Defense Curl,Mud Sport,Rock Throw,Magnitude,0
,,,,,,Geodude,Rock Head,,18,Defense Curl,Mud Sport,Rock Throw,Magnitude,0
rse_hiker,Mike,Rusturf Tunnel,,,,Geodude,Rock Head,,16,Defense Curl,Mud Sport,Rock Throw,Magnitude,0
,,,,,,Geodude,Rock Head,,16,Defense Curl,Mud Sport,Rock Throw,Magnitude,0
,,,,,,Machop,Guts,,16,Low Kick,Leer,Focus Energy,Karate Chop,0
rse_hiker,Trent,Route 112,,,,Geodude,Rock Head,,16,Defense Curl,Mud Sport,Rock Throw,Magnitude,0
,,,,,,Geodude,Rock Head,,16,Defense Curl,Mud Sport,Rock Throw,Magnitude,0
,,,,,,Geodude,Rock Head,,16,Defense Curl,Mud Sport,Rock Throw,Magnitude,0
,,,,,,Geodude,Rock Head,,16,Defense Curl,Mud Sport,Rock Throw,Magnitude,0
rse_interviewers,Gabby & Ty,Route 112,,,,Magnemite,Magnet Pull,,19,Tackle,Thunder Shock,Supersonic,Sonic Boom,50
,,,,,,Whismur,Soundproof,,19,Pound,Uproar,Astonish,Howl,50
rse_interviewers,Gabby & Ty,Route 118 (East),,,,Magnemite,Magnet Pull,,27,Supersonic,Sonic Boom,Thunder Wave,Spark,100
,,,,,,Loudred,Soundproof,,27,Uproar,Astonish,Howl,Supersonic,100
rse_interviewers,Gabby & Ty,Route 120,,,,Magneton,Magnet Pull,,30,Supersonic,Sonic Boom,Thunder Wave,Spark,150
,,,,,,Loudred,Soundproof,,30,Astonish,Howl,Supersonic,Stomp,150
rse_kindler,Andy,Lavaridge Gym,,,,Slugma,Magma Armor,,23,Smog,Ember,Rock Throw,Harden,100
,,,,,,Numel,Oblivious,,23,Growl,Tackle,Ember,Magnitude,100
rse_kindler,Axle,Lavaridge Gym,,,,Numel,Oblivious,,23,Growl,Tackle,Ember,Magnitude,100
,,,,,,Slugma,Magma Armor,,23,Smog,Ember,Rock Throw,Harden,100
rse_kindler,Bernie,Route 114,,,,Slugma,Magma Armor,,19,Yawn,Smog,Ember,Rock Throw,0
,,,,,,Wingull,Keen Eye,,19,Growl,Water Gun,Supersonic,Wing Attack,0
rse_kindler,Cole,Lavaridge Gym,,,,Slugma,Magma Armor,,22,Smog,Ember,Rock Throw,Harden,100
,,,,,,Slugma,Magma Armor,,22,Smog,Ember,Rock Throw,Harden,100
,,,,,,Numel,Oblivious,,22,Growl,Tackle,Ember,Magnitude,100
rse_lady,Brianna,Sootopolis Gym (2F),[1] Full Restore,,,Seaking,Swift Swim,Nugget,41,Horn Attack,Flail,Fury Attack,Waterfall,100
rse_lady,Cindy,Route 104,[1] Full Restore,,,Zigzagoon,Pickup,Nugget,7,Tackle,Growl,Tail Whip,~,0
rse_lass,Andrea,Sootopolis Gym (1F),,,,Luvdisc,Swift Swim,,41,Take Down,Attract,Sweet Kiss,Flail,100
rse_lass,Crissy,Sootopolis Gym (3F),,,,Wailmer,Water Veil,,40,Astonish,Water Pulse,Mist,Rest,100
,,,,,,Wailmer,Water Veil,,40,Astonish,Water Pulse,Mist,Rest,100
rse_lass,Haley,Route 104,,,,Lotad,Swift Swim,,7,Astonish,Growl,Absorb,~,0
,,,,,,Shroomish,Effect Spore,,7,Absorb,Tackle,Stun Spore,~,0
rse_lass,Janice,Route 116,,,,Marill,Thick Fat,,10,Tackle,Defense Curl,Tail Whip,Water Gun,0
rse_lass,Robin,Trick House 1,,,,Skitty,Cute Charm,,14,Tackle,Tail Whip,Attract,Sing,0
,,,,,,Shroomish,Effect Spore,,14,Absorb,Tackle,Stun Spore,Leech Seed,0
,,,,,,Marill,Thick Fat,,14,Tackle,Defense Curl,Tail Whip,Water Gun,0
rse_lass,Sally,Trick House 1,,,,Oddish,Chlorophyll,,16,Absorb,Sweet Scent,Poison Powder,Stun Spore,0
rse_lass,Tiana,Route 102,,,,Zigzagoon,Pickup,,4,Tackle,Growl,~,~,0
,,,,,,Zigzagoon,Pickup,,4,Tackle,Growl,~,~,0
rse_matt,Matt,Mt. Chimney,,y,,Carvanha,Rough Skin,,20,Leer,Rage,Focus Energy,Scary Face,50
,,,,,,Mightyena,Intimidate,,20,Howl,Sand Attack,Bite,Odor Sleuth,50
,,,,,,Carvanha,Rough Skin,,20,Leer,Rage,Focus Energy,Scary Face,50
rse_matt,Matt,Aqua Hideout,[1] Super Potion,y,,Carvanha,Rough Skin,,32,Scary Face,Crunch,Screech,Take Down,50
,,,,,,Mightyena,Intimidate,,32,Odor Sleuth,Roar,Swagger,Scary Face,50
,,,,,,Sharpedo,Rough Skin,,32,Focus Energy,Scary Face,Crunch,Screech,50
rse_maxie,Maxie,Mt. Chimney,[2] Super Potion,y,,Mightyena,Intimidate,,24,Sand Attack,Bite,Odor Sleuth,Roar,150
,,,,,,Golbat,Inner Focus,,24,Supersonic,Astonish,Bite,Wing Attack,150
,,,,,,Camerupt,Magma Armor,,25,Tackle,Ember,Magnitude,Focus Energy,150
rse_maxie,Maxie,Seafloor Cavern,[2] Super Potion,y,,Mightyena,Intimidate,,41,Roar,Swagger,Scary Face,Take Down,150
,,,,,,Golbat,Inner Focus,,41,Bite,Wing Attack,Confuse Ray,Air Cutter,150
,,,,,,Camerupt,Magma Armor,,43,Take Down,Amnesia,Rock Slide,Earthquake,150
rse_ninja_boy,Hideo,Route 119,,,,Koffing,Levitate,,26,Tackle,Self-Destruct,Sludge,Smokescreen,0
,,,,,,Koffing,Levitate,,26,Tackle,Poison Gas,Sludge,Smokescreen,0
rse_ninja_boy,Keigo,Route 120,,,,Koffing,Levitate,,29,Poison Gas,Tackle,Sludge,Smokescreen,0
,,,,,,Ninjask,Speed Boost,,29,Sand Attack,Double Team,Fury Cutter,Swords Dance,0
rse_ninja_boy,Lao,Route 113,,,,Koffing,Levitate,,17,Poison Gas,Tackle,Smog,Self-Destruct,0
,,,,,,Koffing,Levitate,,17,Poison Gas,Tackle,Smog,Self-Destruct,0
,,,,,,Koffing,Levitate,,17,Poison Gas,Tackle,Smog,Self-Destruct,0
,,,,,,Koffing,Levitate,,19,Tackle,Smog,Poison Gas,Self-Destruct,0
rse_ninja_boy,Lung,Route 113,,,,Nincada,Compound Eyes,,19,Leech Life,Sand Attack,Fury Swipes,Mind Reader,0
,,,,,,Ninjask,Speed Boost,,19,Leech Life,Sand Attack,Fury Swipes,Mind Reader,0
rse_ninja_boy,Takashi,Route 119,,,,Nincada,Compound Eyes,,25,Sand Attack,Fury Swipes,Mind Reader,False Swipe,0
,,,,,,Koffing,Levitate,,25,Smog,Self-Destruct,Sludge,Smokescreen,0
,,,,,,Ninjask,Speed Boost,,25,Double Team,Fury Cutter,Screech,Swords Dance,0
rse_ninja_boy,Tsunao,Route 120,,,,Nincada,Compound Eyes,,28,Leech Life,Fury Swipes,Mind Reader,Dig,0
,,,,,,Koffing,Levitate,,28,Tackle,Self-Destruct,Sludge,Smokescreen,0
,,,,,,Ninjask,Speed Boost,,28,Double Team,Fury Cutter,Screech,Swords Dance,0
rse_ninja_boy,Yasu,Route 119,,,,Ninjask,Speed Boost,,27,Double Team,Fury Cutter,Screech,Swords Dance,0
rse_norman,Norman,Petalburg Gym,[2] Hyper Potion,y,,Slaking,Truant,,28,Encore,Facade,Yawn,Feint Attack,200
,,,,,,Vigoroth,Vital Spirit,,30,Slash,Feint Attack,Facade,Encore,200
,,,,,,Slaking,Truant,,31,Focus Punch,Slack Off,Facade,Feint Attack,250
rse_old_couple,John & Jay,Meteor Falls,,,y,Medicham,Pure Power,,40,Psychic,Fire Punch,Psych Up,Protect,200
,,,,,,Hariyama,Thick Fat,,40,Focus Punch,Rock Tomb,Rest,Belly Drum,200
rse_parasol_lady,Angelica,Route 120,,,,Castform,Forecast,,30,Rain Dance,Sunny Day,Hail,Weather Ball,0
rse_parasol_lady,Clarissa,Route 120,,,,Goldeen,Swift Swim,,29,Supersonic,Horn Attack,Flail,Fury Attack,0
,,,,,,Wailmer,Water Veil,,29,Rollout,Whirlpool,Astonish,Water Pulse,0
rse_parasol_lady,Madeline,Route 113,,,,Numel,Oblivious,,20,Ember,Tackle,Magnitude,Sunny Day,0
rse_phoebe,Phoebe,Pokémon League,[2] Full Restore,y,,Dusclops,Pressure,,48,Shadow Punch,Confuse Ray,Curse,Future Sight,250
,,,,,,Banette,Insomnia,,49,Shadow Ball,Spite,Will-O-Wisp,Feint Attack,250
,,,,,,Sableye,Keen Eye,,50,Shadow Ball,Psychic,Attract,Feint Attack,250
,,,,,,Banette,Insomnia,,49,Shadow Ball,Psychic,Toxic,Skill Swap,250
,,,,,,Dusclops,Pressure,Sitrus Berry,51,Shadow Ball,Ice Beam,Confuse Ray,Earthquake,255
rse_picnicker,Becky,Route 111,,,,Sandshrew,Sand Veil,,24,Sand Attack,Poison Sting,Slash,Dig,0
rse_picnicker,Carol,Route 112,,,,Taillow,Guts,,18,Growl,Quick Attack,Quick Attack,Wing Attack,0
,,,,,,Lombre,Swift Swim,,18,Astonish,Growl,Absorb,Nature Power,0
rse_picnicker,Diana,Jagged Pass,,,,Shroomish,Effect Spore,,20,Tackle,Stun Spore,Leech Seed,Mega Drain,0
,,,,,,Oddish,Chlorophyll,,20,Sweet Scent,Poison Powder,Stun Spore,Sleep Powder,0
,,,,,,Swablu,Natural Cure,,20,Growl,Astonish,Sing,Fury Attack,0
rse_picnicker,Heidi,Route 111,,,,Sandshrew,Sand Veil,,23,Dig,Sand Attack,Poison Sting,Slash,0
,,,,,,Baltoy,Levitate,,23,Rapid Spin,Mud-Slap,Psybeam,Rock Tomb,0
rse_picnicker,Irene,Route 111,,,,Shroomish,Effect Spore,,18,Tackle,Stun Spore,Leech Seed,Mega Drain,0
,,,,,,Marill,Thick Fat,,18,Defense Curl,Tail Whip,Water Gun,Rollout,0
rse_picnicker,Kylee,Fortree Gym,,,,Swablu,Natural Cure,,30,Sing,Fury Attack,Safeguard,Mist,100
rse_picnicker,Martha,Trick House 3,,,,Skitty,Cute Charm,,23,Attract,Sing,Double Slap,Assist,0
,,,,,,Swablu,Natural Cure,,23,Astonish,Sing,Fury Attack,Safeguard,0
rse_picnicker,Nancy,Route 114,,,,Marill,Thick Fat,,19,Defense Curl,Tail Whip,Water Gun,Rollout,0
,,,,,,Lombre,Swift Swim,,19,Growl,Absorb,Nature Power,Fake Out,0
rse_pokefan_f,Isabel,Route 110,,y,,Plusle,Plus,Oran Berry,15,Growl,Thunder Wave,Quick Attack,Helping Hand,0
,,,,,,Minun,Minus,Oran Berry,15,Growl,Thunder Wave,Quick Attack,Helping Hand,0
rse_pokefan_f,Marissa,Sootopolis Gym (3F),,,,Azurill,Thick Fat,Oran Berry,36,Tail Whip,Bubble Beam,Slash,Water Gun,100
,,,,,,Marill,Thick Fat,Oran Berry,38,Rollout,Bubble Beam,Double-Edge,Rain Dance,100
,,,,,,Azumarill,Thick Fat,Oran Berry,40,Water Gun,Rollout,Bubble Beam,Double-Edge,100
rse_pokefan_f,Vanessa,Route 121,,,,Pikachu,Static,Oran Berry,31,Quick Attack,Double Team,Slam,Thunderbolt,0
rse_pokefan_m,Miguel,Route 103,,,,Skitty,Cute Charm,Oran Berry,16,Tail Whip,Attract,Sing,Double Slap,0
rse_pokemaniac,Mark,Mt. Pyre (2F),,,,Lairon,Sturdy,,32,Iron Defense,Roar,Take Down,Iron Tail,0
rse_pokemaniac,Steve,Route 114,,,,Aron,Sturdy,,20,Mud-Slap,Headbutt,Metal Claw,Iron Defense,0
rse_pokemon_breeder_f,Lydia,Route 117,,,,Wingull,Keen Eye,,12,Growl,Water Gun,Supersonic,~,0
,,,,,,Shroomish,Effect Spore,,12,Absorb,Tackle,Stun Spore,Leech Seed,0
,,,,,,Marill,Thick Fat,,12,Tackle,Defense Curl,Tail Whip,Water Gun,0
,,,,,,Roselia,Natural Cure,,12,Absorb,Growth,Poison Sting,~,0
,,,,,,Skitty,Cute Charm,,12,Growl,Tackle,Tail Whip,Attract,0
,,,,,,Goldeen,Swift Swim,,12,Peck,Tail Whip,Water Sport,Supersonic,0
rse_pokemon_breeder_m,Isaac,Route 117,,,,Whismur,Soundproof,,12,Pound,Uproar,Astonish,~,0
,,,,,,Zigzagoon,Pickup,,12,Tackle,Growl,Tail Whip,Headbutt,0
,,,,,,Aron,Sturdy,,12,Tackle,Harden,Mud-Slap,Headbutt,0
,,,,,,Poochyena,Run Away,,12,Tackle,Howl,Sand Attack,~,0
,,,,,,Taillow,Guts,,12,Peck,Growl,Focus Energy,Quick Attack,0
,,,,,,Makuhita,Thick Fat,,12,Tackle,Focus Energy,Sand Attack,Arm Thrust,0
rse_pokemon_ranger_f,Catherine,Route 119,[1] Full Restore,,,Gloom,Chlorophyll,,27,Poison Powder,Stun Spore,Sleep Powder,Acid,50
,,,,,,Roselia,Natural Cure,,27,Stun Spore,Mega Drain,Leech Seed,Magical Leaf,50
rse_pokemon_ranger_f,Jenna,Route 120,[1] Full Restore,,,Lotad,Swift Swim,,29,Growl,Absorb,Nature Power,Mist,50
,,,,,,Lombre,Swift Swim,,29,Absorb,Nature Power,Fake Out,Fury Swipes,50
,,,,,,Nuzleaf,Chlorophyll,,29,Growth,Nature Power,Fake Out,Torment,50
rse_pokemon_ranger_f,Sophia,Trick House 6,[1] Full Restore,,,Swablu,Natural Cure,,38,Safeguard,Mist,Take Down,Mirror Move,50
,,,,,,Roselia,Natural Cure,,38,Magical Leaf,Grass Whistle,Giga Drain,Sweet Scent,50
rse_pokemon_ranger_m,Carlos,Route 120,[1] Full Restore,,,Seedot,Chlorophyll,,29,Harden,Growth,Nature Power,Synthesis,50
,,,,,,Nuzleaf,Chlorophyll,,29,Growth,Nature Power,Fake Out,Torment,50
,,,,,,Lombre,Swift Swim,,29,Absorb,Nature Power,Fake Out,Fury Swipes,50
rse_pokemon_ranger_m,Jackson,Route 119,[1] Full Restore,,,Breloom,Effect Spore,,28,Mega Drain,Headbutt,Mach Punch,Counter,50
rse_pokemon_ranger_m,Sebastian,Trick House 6,[1] Full Restore,,,Cacturne,Sand Veil,,39,Pin Missile,Ingrain,Feint Attack,Spikes,50
rse_psychic_f,Alexis,Trick House 7,,,,Kirlia,Synchronize,,40,Calm Mind,Psychic,Imprison,Future Sight,0
,,,,,,Xatu,Synchronize,,40,Night Shade,Teleport,Wish,Future Sight,0
,,,,,,Kadabra,Synchronize,,40,Recover,Future Sight,Role Play,Psychic,0
rse_psychic_f,Hannah,Mossdeep Gym,,,,Ralts,Synchronize,,36,Calm Mind,Psychic,Imprison,Future Sight,100
,,,,,,Kirlia,Synchronize,,36,Teleport,Calm Mind,Psychic,Imprison,100
rse_psychic_f,Jacki,Route 123,,,,Kadabra,Synchronize,,31,Psybeam,Reflect,Recover,Future Sight,0
,,,,,,Lunatone,Levitate,,31,Rock Throw,Hypnosis,Psywave,Cosmic Power,0
rse_psychic_f,Jaclyn,Cycling Road,,,,Abra,Synchronize,,16,Hidden Power,Teleport,~,~,0
rse_psychic_f,Kayla,Mt. Pyre (3F),,,,Kadabra,Synchronize,,32,Psybeam,Reflect,Recover,Future Sight,0
rse_psychic_f,Maura,Mossdeep Gym,,,,Kadabra,Synchronize,,36,Recover,Future Sight,Role Play,Psychic,100
,,,,,,Kirlia,Synchronize,,36,Teleport,Calm Mind,Psychic,Imprison,100
rse_psychic_f,Samantha,Mossdeep Gym,,,,Xatu,Synchronize,,37,Night Shade,Teleport,Wish,Future Sight,100
rse_psychic_m,Cameron,Route 123,,,,Kadabra,Synchronize,,31,Psybeam,Reflect,Recover,Future Sight,0
,,,,,,Solrock,Levitate,,31,Rock Throw,Fire Spin,Psywave,Cosmic Power,0
rse_psychic_m,Edward,Route 110,,,,Abra,Synchronize,,16,Hidden Power,Teleport,~,~,0
rse_psychic_m,Fritz,Mossdeep Gym,,,,Natu,Synchronize,,35,Night Shade,Teleport,Wish,Future Sight,100
,,,,,,Girafarig,Inner Focus,,35,Confusion,Stomp,Odor Sleuth,Agility,100
,,,,,,Kadabra,Synchronize,,35,Reflect,Recover,Future Sight,Role Play,100
rse_psychic_m,Joshua,Trick House 7,,,,Kadabra,Synchronize,,41,Recover,Future Sight,Role Play,Psychic,0
,,,,,,Solrock,Levitate,,41,Fire Spin,Psywave,Cosmic Power,Rock Slide,0
rse_psychic_m,Preston,Mossdeep Gym,,,,Kirlia,Synchronize,,37,Teleport,Calm Mind,Psychic,Imprison,100
rse_psychic_m,Virgil,Mossdeep Gym,,,,Ralts,Synchronize,,36,Calm Mind,Psychic,Imprison,Future Sight,100
,,,,,,Kadabra,Synchronize,,36,Recover,Future Sight,Role Play,Psychic,100
rse_psychic_m,William,Mt. Pyre (3F),,,,Ralts,Synchronize,,31,Teleport,Calm Mind,Psychic,Imprison,0
,,,,,,Kirlia,Synchronize,,31,Double Team,Teleport,Calm Mind,Psychic,0
rse_rich_boy,Winston,Route 104,[1] Full Restore,,,Zigzagoon,Pickup,Nugget,7,Tackle,Growl,Tail Whip,~,0
rse_roxanne,Roxanne,Rustboro Gym,[2] Potion,y,,Geodude,Rock Head,,14,Tackle,Defense Curl,Rock Throw,Rock Tomb,150
,,,,,,Nosepass,Sturdy,,15,Tackle,Harden,Rock Throw,Rock Tomb,200
rse_ruin_maniac,Chip,Route 120,,,,Sandshrew,Sand Veil,,28,Dig,Slash,Sand Attack,Poison Sting,50
,,,,,,Sandshrew,Sand Veil,,28,Dig,Slash,Sand Attack,Poison Sting,50
,,,,,,Sandslash,Sand Veil,,28,Dig,Slash,Sand Attack,Poison Sting,50
rse_ruin_maniac,Dusty,Route 111,,,,Sandslash,Sand Veil,,24,Dig,Slash,Sand Attack,Poison Sting,50
rse_ruin_maniac,Foster,Route 105,,,,Sandshrew,Sand Veil,,26,Dig,Slash,Sand Attack,Poison Sting,50
,,,,,,Sandslash,Sand Veil,,26,Dig,Slash,Sand Attack,Poison Sting,50
rse_sailor,Duncan,Abandoned Ship (B1F),,,,Wailmer,Water Veil,,26,Water Gun,Rollout,Whirlpool,Astonish,0
,,,,,,Machoke,Guts,,26,Karate Chop,Seismic Toss,Foresight,Revenge,0
rse_sailor,Dwayne,Seashore House,,,,Wingull,Keen Eye,,11,Growl,Water Gun,Supersonic,~,0
,,,,,,Machop,Guts,,11,Low Kick,Leer,Focus Energy,~,0
,,,,,,Tentacool,Clear Body,,11,Poison Sting,Supersonic,~,~,0
rse_sailor,Edmond,Route 109,,,,Wingull,Keen Eye,,12,Growl,Water Gun,Supersonic,~,0
,,,,,,Machop,Guts,,12,Low Kick,Leer,Focus Energy,~,0
,,,,,,Wingull,Keen Eye,,12,Growl,Water Gun,Supersonic,~,0
rse_sailor,Ernest,Route 125,,,,Wingull,Keen Eye,,33,Supersonic,Wing Attack,Mist,Quick Attack,0
,,,,,,Tentacool,Clear Body,,33,Constrict,Acid,Bubble Beam,Wrap,0
,,,,,,Machoke,Guts,,33,Seismic Toss,Foresight,Revenge,Vital Throw,0
rse_sailor,Huey,Route 109,,,,Machop,Guts,,14,Low Kick,Leer,Focus Energy,Karate Chop,0
rse_school_kid_f,Georgia,Trick House 2,,,,Shroomish,Effect Spore,,16,Tackle,Stun Spore,Leech Seed,Mega Drain,10
,,,,,,Beautifly,Swarm,,16,Absorb,Gust,~,~,10
rse_school_kid_f,Karen,Route 116,,,,Shroomish,Effect Spore,,9,Absorb,Tackle,Stun Spore,~,10
,,,,,,Whismur,Soundproof,,9,Pound,Uproar,~,~,10
rse_school_kid_m,Jerry,Route 116,,,,Ralts,Synchronize,,10,Growl,Confusion,~,~,10
rse_school_kid_m,Paul,Trick House 2,,,,Numel,Oblivious,,15,Growl,Tackle,Ember,~,10
,,,,,,Oddish,Chlorophyll,,15,Absorb,Sweet Scent,Poison Powder,~,10
,,,,,,Wingull,Keen Eye,,15,Growl,Water Gun,Supersonic,Wing Attack,10
rse_school_kid_m,Ted,Trick House 2,,,,Ralts,Synchronize,,17,Growl,Confusion,Double Team,Teleport,10
rse_shelly,Shelly,Weather Institute (2F),,y,,Carvanha,Rough Skin,,28,Focus Energy,Scary Face,Crunch,Screech,50
,,,,,,Mightyena,Intimidate,,28,Bite,Odor Sleuth,Roar,Swagger,50
rse_shelly,Shelly,Seafloor Cavern (Room 7),,y,,Carvanha,Rough Skin,,38,Crunch,Screech,Take Down,Swagger,50
,,,,,,Mightyena,Intimidate,,38,Roar,Swagger,Scary Face,Take Down,50
rse_sidney,Sidney,Pokémon League,[2] Full Restore,y,,Mightyena,Intimidate,,46,Roar,Take Down,Sand Attack,Crunch,250
,,,,,,Shiftry,Chlorophyll,,48,Fake Out,Double Team,Swagger,Extrasensory,250
,,,,,,Cacturne,Sand Veil,,46,Leech Seed,Feint Attack,Needle Arm,Cotton Spore,250
,,,,,,Sharpedo,Rough Skin,,48,Crunch,Swagger,Surf,Slash,250
,,,,,,Absol,Pressure,Sitrus Berry,49,Aerial Ace,Snatch,Swords Dance,Slash,255
rse_sis_and_bro,Lisa & Ray,Route 107,,,y,Goldeen,Swift Swim,,28,Water Sport,Supersonic,Horn Attack,Flail,0
,,,,,,Tentacool,Clear Body,,26,Supersonic,Constrict,Acid,Bubble Beam,0
rse_sis_and_bro,Reli & Ian,Route 131,,,y,Azumarill,Thick Fat,,36,Water Gun,Rollout,Bubble Beam,Double-Edge,0
,,,,,,Wingull,Keen Eye,,34,Supersonic,Wing Attack,Mist,Quick Attack,0
rse_sis_and_bro,Rita & Sam,Route 124,,,y,Chinchou,Volt Absorb,,36,Flail,Water Gun,Spark,Confuse Ray,0
,,,,,,Carvanha,Rough Skin,,34,Scary Face,Crunch,Screech,Take Down,0
rse_sr_and_jr,Anna & Meg,Route 117,,,y,Zigzagoon,Pickup,,16,Growl,Tail Whip,Headbutt,Odor Sleuth,0
,,,,,,Makuhita,Thick Fat,,18,Tackle,Focus Energy,Arm Thrust,Vital Throw,0
rse_sr_and_jr,Kate & Joy,Route 121,,,y,Spinda,Own Tempo,,30,Hypnosis,Psybeam,Dizzy Punch,Teeter Dance,0
,,,,,,Slaking,Truant,,32,Focus Punch,Yawn,Slack Off,Feint Attack,0
rse_sr_and_jr,Kim & Iris,Route 125,,,y,Swablu,Natural Cure,,34,Sing,Fury Attack,Safeguard,Aerial Ace,0
,,,,,,Numel,Oblivious,,36,Flamethrower,Take Down,Rest,Earthquake,0
rse_sr_and_jr,Tyra & Ivy,Route 114,,,y,Roselia,Natural Cure,,19,Growth,Stun Spore,Mega Drain,Leech Seed,0
,,,,,,Graveler,Rock Head,,21,Defense Curl,Rollout,Mud Sport,Rock Throw,0
rse_steven,Steven,Pokémon League,[4] Full Restore,y,,Skarmory,Keen Eye,,57,Toxic,Aerial Ace,Spikes,Steel Wing,255
,,,,,,Claydol,Levitate,,55,Reflect,Light Screen,Ancient Power,Earthquake,255
,,,,,,Aggron,Sturdy,,56,Thunder,Earthquake,Solar Beam,Dragon Claw,255
,,,,,,Cradily,Suction Cups,,56,Giga Drain,Ancient Power,Sludge Bomb,Confuse Ray,255
,,,,,,Armaldo,Battle Armor,,56,Water Pulse,Ancient Power,Aerial Ace,Slash,255
,,,,,,Metagross,Clear Body,Sitrus Berry,58,Earthquake,Psychic,Meteor Mash,Hyper Beam,255
rse_swimmer_f,Alice,Route 109,,,,Goldeen,Swift Swim,,25,Water Sport,Supersonic,Horn Attack,Flail,0
,,,,,,Wingull,Keen Eye,,25,Water Gun,Supersonic,Wing Attack,Mist,0
,,,,,,Goldeen,Swift Swim,,25,Water Sport,Supersonic,Horn Attack,Flail,0
rse_swimmer_f,Beth,Route 107,,,,Marill,Thick Fat,,25,Tail Whip,Water Gun,Rollout,Bubble Beam,0
,,,,,,Goldeen,Swift Swim,,25,Water Sport,Supersonic,Horn Attack,Flail,0
,,,,,,Wingull,Keen Eye,,25,Water Gun,Supersonic,Wing Attack,Mist,0
rse_swimmer_f,Beverly,Route 105,,,,Wailmer,Water Veil,,26,Water Gun,Rollout,Whirlpool,Astonish,0
,,,,,,Wailmer,Water Veil,,26,Water Gun,Rollout,Whirlpool,Astonish,0
rse_swimmer_f,Brenda,Route 126,,,,Goldeen,Swift Swim,,35,Supersonic,Horn Attack,Flail,Fury Attack,0
rse_swimmer_f,Dana,Route 132,,,,Marill,Thick Fat,,33,Water Gun,Rollout,Bubble Beam,Double-Edge,0
,,,,,,Luvdisc,Swift Swim,,33,Water Gun,Agility,Take Down,Attract,0
,,,,,,Azumarill,Thick Fat,,33,Tail Whip,Water Gun,Rollout,Bubble Beam,0
